id,post_text
625,"نوفیپ چیلنج کرنے والے اکثر لڑکے  بتاتے ہیں کہ جب تک انہوں نے چیلنج شروع نہیں کیا تھا ، ان کے جسم میں کوئی درد نہیں ہو رہا تھا جب کہ چیلنج کے بعد جسم کے مختلف حصوں میں درد رہنے لگا ہے۔ اس درد یا بے چینی کی وجہ جاننے کے لیے ایک چھوٹی سی مثال سامنے رکھیے۔
اگر ایک بندہ روزانہ عصر کے وقت چائے پینے کا عادی ہو ۔ یہ شخص ہر روز جب   عصر کی نماز پڑھ کے آتا ہے تو  لازمی  چائے پیتا ہے۔ اس نے ایک  وقت  مقرر کیا ہوا ہے ۔ لہذا جب بھی مقررہ وقت ہوگا اسے چائے کی شدید طلب ہوگی۔ چائے ملنے پر زیادہ  تاخیر ہو تو اسے لگنے لگے گا کہ  اس کا جسم  ٹوٹ رہا ہے  یا اس کے  سر میں درد ہو رہا ہے۔  یا سگریٹ کی مثال لی جاسکتی ہے۔ اکثر لوگوں کا کوئی ٹائم ہوتا ہے سگریٹ پینے کا۔  
 اب فرض کریں اس کو ڈاکٹر نے کہہ دیا کہ اب چائے نہیں پینی جو مرضی ہو۔ یا سگریٹ والے سے کہا کہ سگریٹ چھوڑنی ہو گی۔ کیونکہ آپ کی رپورٹس ٹھیک نہیں ہیں۔اب اس نے سوچ لیا کہ میں یہ کام نہیں کروں گا۔ سگریٹ نہیں پیوں گا یا چائے نہیں پیوں گا تو اس کو کچھ دن تو چائے کی طلب ہوگی ۔اس کو کچھ دن ایسے لگے گا جیسے میری جان نکل رہی ہے۔ میں سست ہو گیا ہوں میرا کام نہیں ہو رہا لیکن اب چونکہ اس کو پتہ ہے کہ اس کام کا نقصان ہے اس لیے وہ یہ کام نہیں کرے گا۔
اسی طرح چیلنج میں بھی ہوتا ہے کہ جب تک آپ  ایک روٹین پہ لگے ہوئے تھے سب نارمل لگ رہا تھا۔ کئی  لڑکے تو کہتے ہیں کہ جب ہم دن میں ایک سے زیادہ بار بھی مشت زنی  کرتے تھے تو  کبھی کمزوری محسوس نہیں ہوئی۔ کبھی  کوئی درد نہیں ہوا۔ موڈ آف نہیں ہوا۔ اب جبکہ ہم نقصان دینے والے کام کو چھوڑ چکے ہیں تو اب درد یا ایک مستقل تھکن سی کیوں محسوس ہوتی ہے۔ موڈ آف رہتا ہے۔ چڑچڑا پن ہے۔ گھر والوں سے لڑنے کا دل چاہتا ہے۔ 
تو اس کی وجہ یہی ہے کہ  اب آپ اپنے دماغ اور جسم کو زبردستی اس روٹین سے ہٹا رہے ہیں، جیسے سگریٹ یا یا چائے پینے والا بندہ ہٹا رہا تھا ۔تو اب آپ کا جسم ری ایکٹ کررہا ہے ۔ جسم  پہلی روٹین کا (چائے کی طرح )عادی  ہو چکا تھا۔دماغ میں کسی بھی عادت کا ایک پیٹرن بن جاتا ہے ۔جسے زبردستی تبدیل کرنے پر جسم اور دماغ ری ایکٹ کر رہے ہیں ۔ لیکن آپ نے اس ری ایکشن سے بالکل گھبرانا نہیں ہے بلکہ اس  کوبرداشت کرنا ہے، کچھ دن یا کچھ ہفتے۔ آپ  کوکچھ وقت لگے گا ۔ اگر آپ کی نظر مستقبل پہ ہوگی کہ یہ وقتی تکلیف میں برداشت کر لوں گا لیکن آگےچل کر یہ میرے لیے فائدہ مند ہو گا تو پھر آپ کو یہ زیادہ مسئلہ محسوس نہیں ہوگا۔
چیلنج کے دوران متبادل سرگرمی کی بات بھی اسی لیے کی جاتی ہے۔ آپ کوئی نا کوئی ایسا کام کیجیے  جس سے آپ کو خوشی ملتی ہو جیسے دوستوں کے ساتھ وقت گزارنا یا پھر  گھر میں کوئی پالتو جانور رکھنا۔ بعض  لوگوں کو جانور پسند نہیں ہوتے ان کو پودے پسند ہوتے ہیں تو ایسی کوئی ایکٹیوٹی اپنی زندگی میں رکھیں جس سے آپ  کا یہ ٹائم پیریڈ ، جو  مشکل لگ رہا ہے  یہ آسانی سے گزر جائے۔بس  آپ نے حوصلہ رکھنا ہے کہ یہ ہر بندے کے ساتھ ہوتا ہے صرف آپ کے ساتھ نہیں ہو رہا اور یہ وقت گزر جائے گا۔ پھر آپ کی زندگی بہترین ہو جائے گی۔
ہم جن لڑکوں کی کہانیاں آپ سے شئیر کرتے ہیں جو چیلج پورا کرچکے ہیں ، آپ اگر ان کی وائس سنیں یا ان کی تحریر پڑھیں تو اس میں انہوں نے ذکر کیا ہوتا ہے کہ ہمارے ساتھ کئی دفعہ ایسا ہوا کہ حالت خراب ہو گئی اور کسی کام میں دل نہیں لگتا تھا لیکن ہم نے کمٹمنٹ کے ساتھ چیلنج کو پورا کیا اور اب بہت خوش ہیں۔ کچھ ہفتے بعد آپ بھی انشاءاللہ ان میں سے ایک ہوں گے۔ ایک نہ ایک دن آپ کی زندگی میں بھی ایسا ضرور آئے  گا جب آپ ان ساری  ذہنی اور جسمانی پریشانیوں سے گزر جائیں گے۔ اس وقت تک بس آپ نے حوصلے سے یہ وقت گزارنا ہے۔اسی لیے نوفیپ کے تمام ایڈمنز آپ کو رہنمائی اور حوصلہ بھی دیتے ہیں تاکہ آپ کا یہ وقت آسانی سے گزر جائے۔
اللہ ہم سب کو توبۃ النصوح نصیب فرمائے۔ آمین See less"
626,"سترہ برس سے اس بری لت میں پھنسا ہوں ۔۔۔۔۔دوستو سب کچھ
 لُٹ گیا ہے ۔حُسن، ترقی کے مواقعے۔
دوستوں کی محفلیں۔۔۔لوگوں سے ہنسی مذاق۔
ہر وقت سوچوں کے انبار۔دلی مسرت ختم ہوچکی ہے ۔اپنے یا کسی کے کام میں کوئ دلچسپی نہی رہی ۔۔۔
دل اداس۔۔۔۔۔شادی کا کوئ خواہش نہی ۔عمر تیس برس ۔۔۔۔مشت زنی گزشتہ دو مہینے سے غالبا 80 فیصد کم کر دی ہے پھر بھی ریکوری بہت سلو نا ہونے کے برابر ہے ۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔گھر والے شادی کے لیے پریشان ہیں ۔۔۔گھر میں بس اب میری ہی شادی باقی رہ گئ ہے ۔۔۔باقی سب بہن بھائ شادہ شدہ ہیں ۔
۔۔۔۔۔
دستو پلیزززز باز آجاو ۔۔۔آپکو معاشرے میں نشہ کرتے لوگ ضرور اچھے نہی لگتے ہونگے ۔۔۔کیونکہ وہ سب کے سامنے نظر آتے ہیں ۔انہوں نے اپنے گھر اجاڑے ہیں ۔لیکن آپ اور میں ان سے بھی بڑے نشئ ہیں 
کیونکہ ہم نفساتی  فزیکلی معاشرتی ہر لحاظ سے تباہی کا شکار ہیں ۔
ہم مفت کے نشے میں پھنسے ہوۓ ہیں ۔
جو ہر وقت آسانی سے دستیاب ہے ۔
بس زرا سی تنہائ ہمارے لیے زہر قاتل ہے۔
ہمارے چہرے چیخ چیخ کر اپنوں اور بیگانوں کو بتلا رہے ہوتے ہیں کہ ہمارے دل غلاظت سے بھرے ہوۓ۔   ہمارےچہروں کی بے رونقی ہماے دلی جذبات کی عکاسی کرتی ہے ۔
ہماری بد قسمتی یہ بھی ہے کہ ہمیں ہمارہ کوئ اپنا شرم کے مارے منع بھی نہی کرسکتا ۔
وہ دل ہی دل میں ہمارے راہ راست پر آنے کے منظر رہتے ہیں ۔۔۔۔۔۔
یہ نشہ وقت کے ساتھ ساتھ  ایک ایسے حساس  زخم کی شکل اختیار کر لیتا جسے بال کے برابر بھی ٹھوکر لگے تو یہ تازہ ہو جاتا ہے۔۔۔۔۔
اسی  لیے ہمیں ۔تنہائ کی ٹھوکر سے 
پورنو گرافی کی ٹھوکر سے
حتی کے کسی بالکل نارمل لباس میں بھی کسی خوبصورت لڑکی کی فوٹوگرافی بھی ہمارے زخم کوتازہ کر دیتی ہے ۔
۔۔۔۔
یہ ہمارے زہنی کی حساسیت کی انتہاہے ۔جو مسلسل بد نظری سے اس نہج تک ہمیں ہہنچا دیتی ہے ۔
دعا ہے کہ اللہ پاک ہمارے معاملات درست فرماۓ ۔
اور تمام دوستوں کا مستقبل روشن فرماۓ ۔سب کو نیک صالح اعمال کرنے کی توفیق عطاء فرماۓ ۔
آمیں See less"
627,"NoFap — Day 8 
آج میرا NoFap کا آٹھواں دن ہے…
اور الحمدللہ… 7 دن مکمل ہو چکے ہیں۔ 
اب ایسا لگ رہا ہے جیسے ایک نیا سفر شروع ہو رہا ہے…
Day 8 سے لے کر Day 14 تک کا سفر۔
سچ بولوں تو…
پہلے 7 دن صرف اپنے آپ کو روکنے کی جنگ تھی…
لیکن اب میں اپنے آپ کو بدلنے کی کوشش کر رہا ہوں۔
کل میں نے ایک چیز نوٹس کی…
جب انسان خود کو واقعی busy رکھتا ہے نا…
تو دماغ کو فضول چیزوں کا وقت ہی نہیں ملتا۔
میں نے اپنا ایک YouTube channel بنایا…
اور صرف ایک ویڈیو پر تقریباً 6 گھنٹے لگا دیے۔
اتنا فوکس تھا کہ وقت کا پتہ ہی نہیں چلا…
اور جب کام ختم ہوا…
تو میں اتنا تھک چکا تھا کہ بستر پر جاتے ہی نیند آ گئی۔
نہ کوئی غلط خیال…
نہ urge…
نہ relapse کا ڈر…
بس سکون والی نیند۔ 
اب مجھے سمجھ آ رہی ہے کہ
NoFap صرف “چھوڑنے” کا نام نہیں…
بلکہ اپنی energy کو کسی بہتر چیز میں لگانے کا نام ہے۔ 
Day 8…
Still fighting. Still improving. See less"
628,"اسلام علیکم بھائیو,میرا سوال یہ ہے کہ میں نے کبھی غلط   ویڈیوز یا کوئی غلط کام نہیں کیا مطلب م ش ت زنی وغیرہ لیکن پھر بھی جب کبھی تناؤ/سختی آتی ہے تو میرے نفس کے گرد ایک ناروں کا گچھا آ جاتا ہے مطلب رگیں اوپر والی تہہ میں آجاتی ہیں جو کہ بہت زیادہ پمپ ہوئی ہوتی ہیں، پلیز رہنمائی فرمائیں اس کا کیا مطلب ہے اور یہ ایسا کیوں ہوتا ہے"
629,اسلام علیکم اکثر میں نے گروپ میں دیکھا ہے کہ سب بھائی بولتے ہیں کہ حقیم کے چکر میں نیں پڑنا چاہیے حقیم سے دوائی لینے سے کیا نقصان ہے کوئی بھائی بتا سکتا ہے میری شادی ہے 6 مینے بعد تو سوچ رہا ہوں شادی سے پہلے کوئی کورس کر لوں میں نے بہت زیادہ مسٹربیشن کی ہے تقریباً 13 14 سال میری عمر 27 سال ہے عیرکشن کا مسلہ ہے مجھے نفس کھڑا ہوتا ہے اور قطرےاتے ہیں اور نفس ڈھیلا ہو جاتا ہے تو مجھے کیا کرنا چاہئے میرا چیلنج 45 دن بعد ٹوٹا پھر سٹارٹ کیا آج دوسرا دن ہے
630,"اسلام علیکم 
میں لاہور میں رہتا ہوں اور اکیلا ہوتا ہوں تو اکثر پورن دیکھتا ہوں مشت زنی نہی کرتا تقریبا 20 سال سے اس لت کا شکار ہوں پلیز کوئ مجھے گائیڈ کرے کیسے نکل سکتاُہوں بہت پریشان ہوں ٹینشن اور ڈپریشن بھی بہت رہتی ہے"
631,Masht zani chor di the challenge ko 115 days ho gy hain shadi ko ak month ho gea Hy jb bivi sy Milab ho jata h us k bad muscle m pain strt ho jata h back side py ya koi na koi muscle charh jata h kia krun aisa k thk ho jaon achy sy
632,السلام علیکم گروپ حضرات کیا حال ہے امید کرتا ہوں اپ سب خیریت سے ہوں گے میں یہ روزانہ گولی کھاتا ہوں کیا یہ گولی صحیح ہے صحت کے لیے کیونکہ ابو نے مجھے ایک گولی لے کر دی ہے اس نے کہا ہے کہ یہ صحت کے لیے اچھا ہے اور اس میں کوئی بھی نقصان نہیں ہے کیا واقعی پلیز رہنمائی فرمائیے گا
633,"Let's welcome our new members:
( اہم گروپ رولز ) جن پر عمل کرنا انتہائی ضروری ہے۔
1) کوئی بھی ممبر کسی بھی پوسٹس یا کمنٹ پر ھنسی 
 اور اینگری 
 والی ایموجی نہیں لگائے گا۔ 
2) کوئی بھی ممبر کسی کو بھی ان باکس نہیں بلائے گا  
3)گروپ میں کسی بھی قسم کی میڈیسن دوائیاں ،نسخے تجویز کرنا سختی سے منع ہے ۔ 
رولز کی خلاف ورزی کرنے کی صورت میں گروپ سے ہٹا دیا جائے گا ۔  جزاک اللہ خیرا 
Umer Sialvi
,
Allha Wali
,
Aimal Khan Aimal Khan
,
Asad Magsi
,
Ahmed Zain,
M Talha Qurashi
,
Mohsin Raza Raza
,
Mian Irfan Bodla
,
Abdul Rehman
,
Zafar Iqbal
,
Ammar Hassan
,
Abbasi Abbasi
,
Sohail Khan
,
Usama Ali
,
Babar Jan
,
Salaar Khan
,
احمد السيد,
Ali Haider
,
Sardar Hanna
,
Muhammad Afzaal Khan
,
Noor Khan
,
Bilal Hussain
,
Nasir Ali
,
Islamkhan Lala
,
جت والا نیوز
 ,
Adnan Gujjar
,
Abbas Khattak
,
Faisal Ansari
,
Itx Malik
,
Zain Ali
,
Hassan Choudary
,
Hasnain Khan Hasnain Khan
,
Abdu Rhman
,
Hasnain Sabir
,
Ishrat Hussain
,
Usman Karim
,
Md Mijan Uddin
,
Azan G
,
Narowali Bou
,
Shakeel Ahmed
,
레자알리
,
Ameer Hamza
,
Sulman Kh
,
Zain Chadhar
,
Prince Najeeb
,
Azam Ali Abbasii
,
Khalid Iqbal
,
Haris Rajpoot
,
SherGul BuGti
,
خبرنامہ سرايے عالمگیر
,
Dawood S Zakhmi
,
Kamran Khan
,
Umar Nasih
,
Zakriya Jee
,
Sanh Sanh
,
Moin Shaikn
,
Muhammad Yaseen Khattak
,
Usama Zameer
,
Journalist Pak,
Owais Akram
,
Ayan Khan Fsi
,
Buttni Butt
,
Ghuri Ghuri
,
کالا چور کالا چور
,
Kashi Raj
,
Uzair Uzair Phatan
,
Ahmed Ali
,
Ch Imran,
Malik Asif
,
Ali Asghar
,
Innocent Prince
,
Ashiq Ali
,
Khan Baba
,
Zainab Fatima
,
Job Note
,
Mohsin Awan,
Ayan Khan,
Muhammad Ali
,
H Ali Khan
,
Munna Bhai
,
Mosawar Ali
,
Aman Ullah Shah
,
Rida Zulfqar
,
Tahir Abbas Khan
,
Zulfiqar Khan
,
Awais Aman
,
امجد اللہ خراسانی
,
Kes Cheong,
Jiga Jiga
,
Huzaifa Khan
,
کاشف رضا
,
Khizar Abbas
,
Tiger Smooth
,
Hafiz Imdad
,
نیک محمد سعدی
,
Musa Khan
,
Z Gee
,
Mi Husband,
Hammad Ahmed
,
Saqib Farooq
 See less"
634,"Aik problem ya ha challenge to chl rha lkin ankho ma dhundla lgna bhook zyada lgna asman pr dekhu to stars type nzr atte ha kya wja ha
Challenge 28 days"
635,2025 کے آخری میں نومبر سے شروع کیا ہے تقریباً اب 175+ ہوگیا ہے یاد رکھیں میں نے پہلے 50 دن پر 26 دن تک گیا اس کے بعد نومبر سے شروع کیا جو الحمدللہ ابھی تک قائم ہے
636,Assalamu Allikum bhai jan m shadi h 15 sal se is lat m hun ireection issue h kia m chalange start kr k jan tk thik ho jao ga please btye mri ireection issue nmaz b perta hun thori bht excercies b please btyen
637,"نیچے آپ تصویر دیکھ سکتےہیں، بتانے کی ضرورت نہیں۔
بہت دنوں سے ذہن میں fog چل رہا تھا۔ کوئی کام نہیں کیا جا رہا تھا۔ 2,3 دن پہلے چیلنج ٹوتنے والا تھا لیکن پھر بھی کنٹرول کیا۔
کل انتہاں ہو چکی تھی ارجز کی، لیکن پھر بھی نہیں کیا۔ کیونکہ میں نے تمام چیزیں جس سے کوئی غلط  sitesکھولے، بند کر رکھی ہے
اور آج ایک browser جو block نہیں ہوا تھا، اس میں ایک site پر ہلکی سی جھلک پڑی، پھر ارجزز آۓ اور یہ کام ہوگیا۔
مجھے fog کا بھی بتا دیجۓ، اس time بہت تکلیف ہو رہی تھی۔ بہت مشکل سے اپنے آپ کو کنٹرول کر رہا تھا۔
اتنے دن میرے کافی عرصے بعد ہوۓ ہیں۔
Numan Saeed
 CH Hamza
@ See less"
638,agar koi 30 din porn ya masterbation k bagher re sakta h to kya addictive consider hoga?
639,22دن ہوگئے ہیں چیلنج کو کبھی کبھی بہت زیادہ کمزوری محسوس ہوتی ہے اور کبھی ٹھیک کوئی ڈرای فروٹ استعمال کریں ۔۔۔۔۔۔ اور 8 دن بعد شادی بھی ہے کیا کوئی مسلہ ہوگا یہ نہیں
640,"My first biggest streak since 2014 
Pray for me to hit target of 2000 Days or forever if alive Insha Allah"
641,"Yrr bhai koi help kr do ma buth Pershan ho Ma pichal 2 saal sa porn aur masterbataion chor na chata ho lakin nhi chor pa Raha ASA lagta ha ka mara nfas ka buth nuksan hoga ha aur ab ma kabi theek nhi ho payao ga 
 koi mara bhai Meri help kr do ma kasa isko chor aur is sa Jo nuksan huwa ha wo kasa theek hoga plz"
642,"ہمت کرے جو انساں تو کیا نہی بس میں 
            یہ ہے کم ہمتی جو بے بسی معلوم ہوتی ہے 
 یہ میرا پسندیدہ شعر ہے اور سہی بات ہے انسان کس بھی چیز کے لیے ہمت کرے کوشش کرے وہ ضرور حاصل کر لیتا ہے ، دیکھو ایک دن سے شروع ہونے والا سفر 78 ڈے پر پہنچ چکا ہے ، میں نے دل و جان سے کوشش کی ، اکثر بات ہوتی ہے ٹریگر پہچانو پر میں تو اس بھی آگے آٹومیٹک طریقوں سے بے وجہ کوئی بھی ٹایم پورن دیکھنا شروع کر دیتا تھا تو سب سے پہلے اس آٹومیشن عادت کو ختم کیا ، بھر سارے ٹریگر پہچانے اور ان کو ختم کیا ، 
موبائل جیب سے نکالتے ہوئے پہلے سوچا کیوں نکال رہا ہوں 
اور فیس بک کر بالکل کلین کیا کوئی ریلز کوئی گانا بھی نہی سنا 
یہ نہی سوچا گھڑا ہوتا ہے کہ نہی ، لمبا ہے کہ چھوٹا ، سیدھا ہے یہ ٹیڑھا بار بار چیک کرنے اور ٹچ کرنے کی عادت کو چھوڑا 
کبھی کبھی پوری پوری رات نفس نے تنگ کیا رات کو کولڈ شاور لیا ، 
کبھی کبھی ایسے جیسے اس میں جان ہی نہی ہے 
پر خوراک کو اچھا کیا تھوڑی ایکسرسائز شروع کی جس سے بہت جلد سب کچھ نارمل ہو گیا اب ایک نارمل زندگی ہے 
صبح کے مست اریکشن 
سارا دن چاک چوبند کوئی تھکاوٹ محسوس نہی ہوتی 
گندے خیال نہی آتے بس کنٹرولڈ خیال ہوتے ہیں 
کرنا بس یہی ہے کہ ہمت کرنی ہے پھر گروپ ایڈمنز کے بتائے طریقوں سے عمل کرنا ہے اتنا مشکل نہی ہے جتنا ہم سوچتے ہیں کیوں کہ ایڈمنسٹریٹر کی گائیڈنس اور سپورٹ ہمارے ساتھ ہے See less"
643,بہت پریشان ہوگیا ہو رمضان والی عید تک 80 دن کا چیلنج ٹوٹا اس کے بعد لگاتار مشت زنی ہورہی ہے 3 سال ہوگئے چیلینج کرتے کرتے لیکن ے کنٹرول ہی نہیں کررہا دماغ میرا
644,مجھے بھی مشت زنی کی عادت ہے کوئ مجھے بھی  شروع کروا دے چیلنج
645,Raat ko muje neehd me prone masterbation hogaya jab ankhola tuo sperm nikal chuka tha ab challenge tot gya ya nhi muje feel ho raha tha me prone masterbation kr raha hu please guide Lee challenge day 24
646,"*السلام علیکم*
مجھے ایک مسئلہ درپیش ہے۔ میں جب 20 سے 30 منٹ تک پیدل چلتا ہوں تو ٹانگوں میں شدید درد شروع ہو جاتا ہے۔ یہ درد 24 گھنٹے تک رہتا ہے، کبھی کبھی اس سے بھی زیادہ۔ 
درد کی وجہ سے ٹھیک سے نماز بھی نہیں پڑھ پاتا۔ اور کبھی کبھار تو بغیر کسی وجہ کے بھی ٹانگوں میں درد ہونے لگتا ہے۔
کیا کسی کو اس طرح کا مسئلہ ہوا ہے؟ یا کوئی ڈاکٹر/حکیم بتا سکتا ہے کہ یہ کس وجہ سے ہو رہا ہے اور اس کا علاج کیا ہے؟
جزاک اللہ See less"
647,Assalamualaikum Bhai Jan yr 5 din Hogy daily ahtlam horha ha kia Kru ASA to ma andr sa BHT week hojaoga
648,"age 31 single
 shadeed mayosi ki waja say ab urge b bohut kam ho gai h.. 
kya karain.."
649,میں اس گندی عادت سے نکلنل ہی پا رہا ہوں پلیز مجھے کوئی ایسا طریقہ بتائیں کہ میں اس گندی عادت سے چھٹکارا پاؤں کیونکہ میں تین دن سے اگے میرا چیلنج جاتا نہیں ہے میں بہت کمزور ہوں مجھے مجھے کوئی ایسا طریقہ بتائیں کہ میں اس گندی عادت سے چھٹکارا پاؤں پلیز رہنمائی فرمائیے گا
650,Asalam o alaikum challenge dubara shooro kr diya he AP SB Meray Liye Dua kren
651,"AOA admin bhai approve please meri shadi ko teen month hogai hai magar erection aur shewat zero hai abhi tak klo mashtzani ya porn nahi dekhi teeno months mei is sey pehle 11 sy 12 sal mashtzani ki koi aur hai jo shadi karke thek hua ho aur kitne month mei reports bhi sub clear hai doctor ney kaha tha performance anxiety hai ab to koo anxiety ya soch nahi hai phir bhi erection aur shewat bohut ziyada kamzor hai admin bhai jan please comment off na kare tanke sub apni kahani share kar sakey thanks 
 See less"
652,السلام علیکم پورن اور مشت زنی سے جو ہارمونس وغیرہ تبدیل ہوتے ہیں اور ہارمونس بگڑ جاتے ہیں تو اگر مشت زنی اور پورن چھوڑ دیں تو وہ پہلے کی طرح اپنی جگہ پر اور سب ہارمونس ری کور ہو سکتے ہیں اور نارمل ہو سکتے ہیں اور ٹھیک ہو جاتے ہیں پلز مجھے بتا دیں میں بہت پریشان ہوں اور پکا پر عزم کر لیا ہے میں نے اس کو چھوڑنے کا
653,"السلام علیکم میرے بہنو اور بھائیو! آج میں بہت پریشان اور بےبس ہوں۔ میری عمر ۲۳ سال ہے اور میں نے حال ہی میں DVM کی ڈگری مکمل کی ہے لیکن میں کرکٹ کو اپنے Profession کے طور پر اختیار کیا ہے کیونکہ میں بہت اچھی کرکٹ کھیلتا ہوں اور اچھے لیول پر کھیل بھی چکا ہوں، پڑھائی کے ساتھ ساتھ میں نے اسے بھی ساتھ رکھا ہے۔ 
لیکن میرا اصل مسئلہ کچھ ایسا ہے جس میں مجھے آپ سب بہن بھائیوں کی رہنمائی اور دُعائیں چاہیے کہ میں اسلام کو مکمل طور پر فالو کر رہا ہوں اور کوشش کرتا ہوں کہ اپنے اللہ کو کسی صورت میں ناراض نہ کروں، تقریباً پچھلے دو سالوں سے میں اپنے نفس سے مقابلہ کر رہا ہوں، جدید دور ہے اور گُناہ اور زنا کے آپشن آپ کی دہلیز پر ہر وقت موجود ہوتے ہیں، میں اپنے والدین سے بھی بات کر چکا ہوں حالانکہ کہ بہت مرتبہ غصے سے بھی بتا چُکا ہوں لیکن وہ میری مجبوری سمجھ نہیں پا رہے، جیسے کہ تمام والدین کہ بیٹا پہلے سیٹل ہو جاؤ تو پھر شادی کرنا اور سوچو کہ تم بےروزگار ہو تو تمھیں کون اپنی بیٹی دے گا، بےشک وہ بھی ٹھیک ہیں کہتے ہیں۔ لیکن وہ یہ نہیں جانتے کہ یہ عذاب کس قدر درد ناک ہے، گناہ کے آپشن ہر وقت موجود ہوتے ہیں، لیکن مجھے ڈر ہے کہ اگر میں زنا میں ایک مرتبہ چلا گیا تو میرا ایمان برباد ہو جائے گا اور میری قبر خراب ہو جائے گی۔ میرا اللہ میرا درد جانتا ہے کہ میں کتنا تکلیف سے گُزر رہا ہوں، مجھے اللہ کا ڈر نہ ہو تو میں کب کا گناہوں میں لتھڑ چُکا ہوتا، یہ نہیں کہ میں گناہ گار نہیں ہوں لیکن کبیرہ گناہوں میں کبھی نہیں پڑا۔ میں اسی ڈر کی وجہ سے خواتین سے  بات نہیں کرتا کیونکہ ذہن فوراً خراب ہو جاتا ہے، میرے قابو میں کچھ بھی نہیں، یہ سوچیں اپنے آپ میرے ذہن میں آ جاتی ہیں۔ اب ایسی حالت ہے کہ دماغ میں ایک غنودگی سی رہتی ہے کہ کسی چیز پر فوکس کرنا مشکل ہو جاتا ہے۔ مجھے میرے گولز کو اچیو کرنا ہے لیکن مجھے میرا ایمان بھی بچانا ہے۔ 
پلیز میری رہنمائی کیجیے، میرے آس پاس کوئی بھی ایسا نہیں کہ جس سے میں یہ اپنے دُکھ شئیر کر سکوں۔ اللہ سب کے لیے آسانی فرمائیں۔ آمین See less"
654,Shàdi sà phla kn ßà test krwana lazmi hà jíß sa pta Chala k màrd bap bn ßktà hà k  ni màñi bht mb ki hn jís ki wajah sa timiñg Kam hó ga h 20 sec ha  ab to chor di hà mb lkn mujy lagtà ha k teßt krwana Chaya kisi ki Zindagi khrab na ho mré to ho gei ha ór mb bikul çhor di hà lknn sahdi sa phla kàßà pta kro k timing bari ha k ni ya dono bta dà taky sàhdi sa phla hi alllag kr sko timing kàsa check kro kia és ka b tést hotà ha àger hota ha to és kà nàmé batay or bap ban skta ho ya ni eß ka tést name btày See less
655,"اسلام علیکم گروپ حضرت کیا حال ہے میں بہت پریشان ہوں کہ میں اتنا پتلہ ہوں اتنا پتلہ ہوں کہ لوگ موجیں دیکھ کر ہستے ہیں اور میرے اپنے گھر والے بھی ہستے ہیں کہ تو اتنا پتلہ کیسے ہو گیا 
 یار میں بہت پریشان ہوں پلیز رہنمائی فرمائیے گا"
656,اسلام وعلیکم  میں ایک لڑکی کوپسند کرتا ہوں اس کی عمر اور میری عمر میں 8 سال کا وقفہ ہے میں اس سے شادی کرنا چاہتا ہوں ۔رہنمائی کریں۔
657,"AoA .
1.Mera swal ye hai k insan k jisam par Jo asarat hand practice krny k baad murattab hothy hai toh kia biwi KY sath humbistri krny ka baad bhi wahi asarat murattab hothy hongy-
2.hand practice ki wajah sy mery face py pimples aaty thy or ab wife k sath krny sy bhi face py pimples or acnes aathy h aisa q hai halnky biwi k sath krna toh halal pehly ye smjh tha tha k acnes or pimple es lia aaty hai k hand practice Haram or gunah hai toh ab q aaty hai."
658,"Day 7 — وہ دن جہاں اکثر میں ہار جاتا ہوں… 
آج Day 7 ہے…
اور سچ یہ ہے کہ آج بہت مشکل دن ہونے والا ہے۔
کیونکہ یہی وہ دن ہے…
جہاں میں اکثر relapse کر جاتا ہوں۔
نہ چاہتے ہوئے بھی…
جیسے کوئی اندر سے control لے لیتا ہو۔
خاص طور پر جب جمرات آتا ہے…
رات دیر تک جاگنا…
خاموشی… اکیلا پن…
اور پھر وہی جنگ… جو صرف باہر نہیں، اندر چل رہی ہوتی ہے۔
یہ 7 دن آسان نہیں ہیں…
ہر دن ایک امتحان ہے…
کبھی دل کہتا ہے: “بس ایک بار…”
کبھی دماغ کہتا ہے: “تم تھک گئے ہو…”
لیکن آج میں ہار نہیں مانتا۔
میں خود کو بچا رہا ہوں…
کبھی واک پر جا کر…
کبھی موبائل دور رکھ کر…
کبھی خود سے بات کر کے:
“یہ feeling ہمیشہ نہیں رہے گی… لیکن اس کا regret ضرور رہے گا…”
آج رات شاید سب سے مشکل ہو…
میں قریب آ سکتا ہوں ہارنے کے…
لیکن میں خود کو روکوں گا…
اور خود سے یہی کہوں گا:
“7 دن کی محنت… کیا چند منٹ کی کمزوری کے لیے ختم کر دوں؟”
نہیں۔
آج بھی خواہش ہے…
آج بھی struggle ہے…
لیکن آج ایک فرق ہے…
آج میں کمزور نہیں… conscious ہوں۔
اگر تم بھی Day 7 پر ہو…
تو یاد رکھو:
یہ وہ دن ہے جہاں زیادہ لوگ give up کرتے ہیں…
لیکن اگر تم آج خود کو روک لیتے ہو…
تو تم صرف ایک habit نہیں…
اپنی identity بدل رہے ہو۔
 یہ جنگ تمہارے خلاف نہیں… تمہارے لیے ہے۔ See less"
659,"Aslam alikum bhaio mera ek masla ha plz koi mazak mat urana 
Mera masla ye ha k mugha larkeo ke feet's ma interest bhot ha kya ye koi bemari ha plz guide me kya masla hosakta?"
660,سب بھائی دعا میں یاد رکھنا کہ اللہ میرے کو اور بھی توفیق دے اور میں اس برے کام سے بچ جاؤں
